frequency,s11_real,s11_imag,s12_real,s12_imag,s13_real,s13_imag,s14_real,s14_imag,s21_real,s21_imag,s22_real,s22_imag,s23_real,s23_imag,s24_real,s24_imag,s31_real,s31_imag,s32_real,s32_imag,s33_real,s33_imag,s34_real,s34_imag,s41_real,s41_imag,s42_real,s42_imag,s43_real,s43_imag,s44_real,s44_imag
151,-0.15867584767686022,0.575176304260924,-0.010799715016982465,-0.29683700929314394,0.06683108684562591,0.3650174752729396,0.36169329214316914,0.38508220232256074,-0.010799715016981806,-0.2968370092931438,-0.1580241564352063,0.5756579239348201,0.3620191806694718,0.3845639754879739,0.06727755714823055,0.3652956111592954,0.06683108684562605,0.3650174752729387,0.3620191806694718,0.3845639754879772,-0.18905931001964693,0.42231573502327724,-0.1589534696850967,-0.4413647834880146,0.3616932921431699,0.3850822023225592,0.06727755714822986,0.3652956111592976,-0.15895346968509758,-0.4413647834880153,-0.18949780026151097,0.4218173720923342
152,-0.15235949088875755,0.5778314179484264,-0.013974882984279895,-0.29411251844058106,0.07077969331245212,0.36249253660918224,0.369000660704873,0.37922814942265176,-0.01397488298428004,-0.29411251844058195,-0.15170063751660928,0.5783080822200333,0.3693210741438179,0.37870099537045954,0.0712318647957686,0.36276756827529316,0.07077969331245218,0.36249253660918185,0.3693210741438173,0.3787009953704622,-0.18509747405109062,0.4243678046419749,-0.16648107394246056,-0.43797583277895197,0.36900066070487525,0.3792281494226494,0.07123186479576611,0.3627675682752931,-0.1664810739424632,-0.4379758327789526,-0.1855523712878956,0.42386985910575015
153,-0.14594302459833625,0.580389746124523,-0.017061836225499408,-0.2913579537479054,0.07464028234413009,0.3599404303428778,0.37620957731803895,0.3732532338675838,-0.017061836225498783,-0.2913579537479058,-0.1452771597981491,0.5808612853765465,0.37652433687389475,0.3727171654934828,0.07509812373878512,0.36021229562889384,0.07464028234412988,0.3599404303428782,0.37652433687389547,0.37271716549348477,-0.1810474215068767,0.42635418820925475,-0.17395618232882584,-0.43447040944293747,0.37620957731803933,0.37325323386758347,0.07509812373878531,0.36021229562889495,-0.1739561823288267,-0.43447040944293697,-0.18151890235880028,0.42585694182277034
154,-0.13942855160915313,0.5828480023922491,-0.02006087857249765,-0.2885754813684689,0.0784134921122987,0.35736389731527357,0.3833189180682838,0.367158842951969,-0.020060878572497096,-0.28857548136846944,-0.13875583356731983,0.5833142504950488,0.38362784331075545,0.3666138754165003,0.07887697282836305,0.3576325347811305,0.07841349211229971,0.3573638973152747,0.38362784331075583,0.36661387541650353,-0.17691063456240708,0.4282714820045655,-0.18137803750090178,-0.4308490741608513,0.38331891806828494,0.36715884295196916,0.07887697282836037,0.35763253478113377,-0.18137803750090464,-0.4308490741608498,-0.1773988737688222,0.4277752227365288
155,-0.13281825545235681,0.5852029537355702,-0.022972343762776695,-0.2857672262049196,0.08210002784799764,0.3547656388777251,0.39032755810756176,0.3609463280454286,-0.02297234376277607,-0.2857672262049193,-0.1321388498551095,0.5856637483621868,0.3906304669504841,0.3603924788309164,0.08256911800591712,0.3550309877175979,0.08210002784799784,0.3547656388777241,0.39063046695048603,0.3603924788309173,-0.17268868640869475,0.4301163110256463,-0.18874587299775147,-0.4271123335132656,0.39032755810756187,0.36094632804542787,0.08256911800591742,0.355030987717598,-0.18874587299775217,-0.42711233351326433,-0.17319385670542087,0.4296213331994772
156,-0.1261143994409491,0.5874514214131002,-0.02579659342024644,-0.28293527259482626,0.08570066094014185,0.3521483162555761,0.39723436881686186,0.3546170057712724,-0.025796593420247843,-0.2829352725948275,-0.12542847947977717,0.5879066043620326,0.3975310774973678,0.3540542947413141,0.08617533139813247,0.352410316210656,0.08570066094014146,0.3521483162555749,0.39753107749736794,0.3540542947413154,-0.1683832413639424,0.4318853298627957,-0.19605890973027754,-0.4232606407583781,0.397234368816863,0.35461700577126953,0.08617533139813051,0.3524103162106561,-0.19605890973028045,-0.4232606407583769,-0.16890551335193776,0.43139193429942546
157,-0.11931932577457224,0.5895902818723773,-0.028534015099769633,-0.2800816650615585,0.08921622809221046,0.34951454989482983,0.4040382150132627,0.34817215929071954,-0.02853401509976841,-0.28008166506155685,-0.11862707214047158,0.5900396993978534,0.4043285380715137,0.34760060875227017,0.08969645046997474,0.34977314116445485,0.08921622809221008,0.3495145498948312,0.4043285380715141,0.3476006087522725,-0.1639960550705702,0.43357522362157674,-0.20331635247703167,-0.4192943967276234,0.4040382150132631,0.34817215929071826,0.08969645046997222,0.34977314116445485,-0.2033163524770353,-0.41929439672762353,-0.16453559707562188,0.43308371778386834
158,-0.11243545469208546,0.5916164676891633,-0.031185020396422722,-0.27720840912885003,0.09264763053486033,0.3468669187866557,0.4107379522028192,0.3416130396932759,-0.031185020396422236,-0.2772084091288507,-0.11173705555799077,0.5920599708385731,0.4110217024623447,0.3410326744613855,0.09313337723351298,0.3471220419377526,0.09264763053486129,0.34686691878665565,0.41102170246234526,0.34103267446138774,-0.1595289747756113,0.4351827089011181,-0.2105173863868211,-0.415213950841436,0.4107379522028204,0.34161303969327567,0.0931333772335131,0.34712204193775403,-0.21051738638682232,-0.4152139508414351,-0.16008595269865805,0.43469340703962744
159,-0.10546528366881944,0.5935269685361587,-0.033750043120280245,-0.2743174721976176,0.09599583329182568,0.34420795976479623,0.41733242388078395,0.33494086749403074,-0.033750043120279814,-0.2743174721976167,-0.10476093465957928,0.5939644134942874,0.41760941242950655,0.3343517149593135,0.09648707750986847,0.3444595556397107,0.09599583329182453,0.34420795976479596,0.4176094124295079,0.3343517149593145,-0.15498393969230595,0.43670453483517674,-0.2176611734889791,-0.41101960224795764,0.41733242388078345,0.33494086749403074,0.09648707750986953,0.34445955563971203,-0.2176611734889801,-0.4110196022479564,-0.15555851684997685,0.43621775813501035
160,-0.09841138665538691,0.595318832185329,-0.03622953753782747,-0.2714107844836772,0.09926186449634597,0.3415401667710194,0.42382045888099884,0.32815683423875275,-0.03622953753782663,-0.2714107844836784,-0.0977012908046555,0.5957500806249705,0.4240904950530275,0.32755892443764795,0.09975858024153024,0.3417881763937014,0.09926186449634632,0.3415401667710181,0.4240904950530288,0.32755892443764867,-0.15036298144021107,0.4381374842033136,-0.22474684921225335,-0.4067116010876296,0.4238204588810001,0.3281568342387509,0.09975858024153048,0.34178817639370185,-0.22474684921225535,-0.4067116010876273,-0.1509553183951794,0.43765356093179414
161,-0.09127641335449589,0.5969891655480628,-0.03862397668097174,-0.2684902400150117,0.10244681475500193,0.33886599008379586,0.4302008687763926,0.32126210421789536,-0.038623976680971686,-0.26849024001501204,-0.09056078104794672,0.5974140849865452,0.43046376013463794,0.3206554699058096,0.10294897685189398,0.3391103545644438,0.10244681475500228,0.33886599008379426,0.4304637601346403,0.3206554699058091,-0.145668224561003,0.4394783746195194,-0.23177351891360506,-0.4022901498870191,0.43020086877639246,0.3212621042178944,0.10294897685189462,0.3391103545644437,-0.2317735189136041,-0.4022901498870174,-0.14627847894169188,0.43899764027430555
162,-0.08406308853219742,0.5985351357571105,-0.04093385072501107,-0.2655576976873692,0.10555183655570805,0.3361878355054001,0.43647244533284324,0.31425781629059063,-0.04093385072501113,-0.2655576976873674,-0.08334213743649344,0.5989535999182583,0.43672799765257625,0.31364249301798486,0.10605942064878154,0.33642849594359725,0.1055518365557073,0.3361878355053993,0.43672799765257714,0.3136424930179848,-0.14090188710661655,0.4407240598057618,-0.23874025441849664,-0.39775540508534096,0.4364724453328428,0.31425781629059046,0.10605942064878039,0.3364284959435993,-0.23874025441849733,-0.39775540508533863,-0.1415302134158968,0.4402468572630727
163,-0.07677421135960029,0.599953971294286,-0.043159665436750524,-0.262614982376929,0.10857814371622274,0.3335080635027915,0.44263395801884536,0.3071450858199847,-0.04315966543675036,-0.2626149823769281,-0.07604816633656547,0.6003658604752429,0.44288197527226386,0.3065211120115145,0.10909112626827791,0.33374496088923794,0.1085781437162219,0.33350806350279005,0.4428819752722645,0.30652111201151316,-0.13606628129611525,0.4418714309579805,-0.24564609057453743,-0.3931074786974683,0.4426339580188448,0.30714508581998423,0.1090911262682788,0.33374496088923766,-0.24564609057453957,-0.39310747869746665,-0.13671283070853144,0.4413981106205224
164,-0.06941265478101206,0.601242963167626,-0.04530194069435875,-0.25966388610890234,0.11152701086938038,0.3308289882975674,0.4486841515737509,0.2999250067212053,-0.04530194069435869,-0.25966388610890095,-0.06868174778649408,0.6016481646100074,0.4489244359156702,0.2992924237579942,0.11204536915507297,0.3310620634145012,0.11152701086937877,0.33082898829756685,0.4489244359156705,0.2992924237579945,-0.1311638142372452,0.4429174182121199,-0.25249002182071445,-0.38834644011742026,0.44868415157374997,0.2999250067212037,0.11204536915507368,0.33106206341450045,-0.2524900218207173,-0.3883464401174199,-0.13182873438435697,0.44244833815626283
165,-0.06198136490411038,0.6023994661417106,-0.04736120908047809,-0.2567061692808074,0.1143997729808389,0.32815287690051786,0.45462174363756735,0.2925986536234944,-0.047361209080477966,-0.2567061692808061,-0.061245834871050134,0.6027978744064444,0.45485409539235794,0.29195750592863595,0.11492348507512043,0.3283820702209705,0.11439977298084081,0.32815287690051403,0.4548540953923616,0.291957505928632,-0.12619698870820317,0.4438589922178345,-0.25927099877484383,-0.3834723180665499,0.45462174363756913,0.2925986536234909,0.11492348507512318,0.328382070220967,-0.2592709987748457,-0.3834723180665473,-0.1268804234516122,0.4433945183395791
166,-0.05448336040757179,0.6034209000245622,-0.04933801455038876,-0.25374356193931075,0.11719782489495396,0.3254819480862679,0.4604454224456993,0.2851670841479374,-0.04933801455038885,-0.25374356193931097,-0.0537434531128315,0.6038124173698073,0.46066964009557604,0.28451741927533214,0.11772686965619888,0.3257071996722717,0.11719782489495327,0.32548194808626685,0.4606696400955772,0.2845174192753304,-0.12116840399466786,0.4446931658275909,-0.26598792484222566,-0.3784851026908328,0.4604454224456995,0.2851670841479381,0.11772686965619972,0.325707199672272,-0.2659879248422272,-0.3784851026908306,-0.12187049318636654,0.44423367198678176
167,-0.046921731961349245,0.604304751014473,-0.051232911177129754,-0.2507777651093901,0.1199226209039716,0.32281837130368074,0.46615384459222564,0.2776313413024184,-0.05123291117713222,-0.2507777651093906,-0.04617769987587262,0.6046892877759462,0.4663697247670457,0.27697321002903197,0.12045697795157646,0.3230396207036483,0.11992262090397098,0.322818371303681,0.4663697247670456,0.2769732100290327,-0.11608075677675697,0.4454169959088799,-0.2726396528489637,-0.3733847478118892,0.46615384459222536,0.27763134130241907,0.12045697795157691,0.32303962070364933,-0.2726396528489645,-0.3733847478118866,-0.1168016360063118,0.44496286407115127
168,-0.03929964165447011,0.6050485731098789,-0.05304646197559189,-0.2478104521745961,0.12257567433549714,0.3201642655177694,0.47174563286577315,0.2699924559952895,-0.05304646197559071,-0.24781045217459496,-0.03855174377639445,0.6054260480829113,0.4719529703344732,0.26932591241695814,0.12311532402173606,0.32038145166319193,0.1225756743354954,0.32016426551776883,0.4719529703344732,0.26932591241695714,-0.11093684205996221,0.44602758528728825,-0.2792249817038806,-0.3681711733365315,0.4717456328657718,0.2699924559952898,0.12311532402173395,0.32038145166319254,-0.27922498170388216,-0.3681711733365289,-0.11167664238820899,0.4455792056630835
169,-0.03162032242508593,0.6056499895852427,-0.054779237807889195,-0.24484327030712433,0.12515855715277976,0.3175216979790432,0.477219374162294,0.26225144966941266,-0.054779237807891124,-0.24484327030712522,-0.030868824095464816,0.6060203304078581,0.4774179618261659,0.2615765513002653,0.1257034805286991,0.31773475908075555,0.1251585571527791,0.3175216979790431,0.4774179618261659,0.26157655130026486,-0.10573955414362693,0.4465220848282099,-0.2857426530934198,-0.36284426782970525,0.4772193741622927,0.2622514496694118,0.12570348052869693,0.3177347590807542,-0.28574265309341995,-0.3628442678297036,-0.10649840182245617,0.4460798560082942
170,-0.023887077487123848,0.6061066945356722,-0.056431816372354726,-0.2418778419463567,0.12767289956209296,0.3148926829163131,0.48257361747952304,0.2544093370580675,-0.05643181637235415,-0.24187784194635553,-0.023132250187924003,0.6064698380719606,0.48276324636746726,0.2537261449336923,0.12822307833720592,0.315101556360578,0.1276728995620916,0.31489268291631345,0.48276324636746576,0.25372614493369217,-0.10049188762004976,0.44689769566489057,-0.29219134821456244,-0.35740389125597255,0.48257361747952165,0.25440933705806856,0.1282230783372047,0.31510155636057857,-0.2921913482145629,-0.3574038912559701,-0.10126990379791984,0.44646202475163654
171,-0.01610327974775272,0.6064164544927745,-0.05800478127877471,-0.23891576632439582,0.13012038962097044,0.31227918014924805,0.4878068719982057,0.24646712906425333,-0.05800478127877355,-0.23891576632439301,-0.015345400881861933,0.6067723472158424,0.48798733126418414,0.24577570784869313,0.13067580611660465,0.31248380239389356,0.13012038962096928,0.3122791801492495,0.48798733126418326,0.2457757078486923,-0.09519693839648846,0.44715167158055213,-0.29856968455118615,-0.351849877894595,0.4878068719982032,0.24646712906425378,0.1306758061166004,0.3124838023938934,-0.29856968455118804,-0.35184987789459343,-0.09599423880933426,0.44672297431427616
172,-0.008272371209474355,0.60657711011407,-0.059498721212585856,-0.23595862103705473,0.1325027728409184,0.30968309361704227,0.49291760525568945,0.23842583576476942,-0.059498721212586016,-0.23595862103705387,-0.007511723862467887,0.6069257084877809,0.49308868217858676,0.2377262538614407,0.13306340993694732,0.30988340008796994,0.1325027728409188,0.3096830936170414,0.4930886821785866,0.23772625386144045,-0.0898579047319922,0.447281321552167,-0.3048762127001068,-0.34618203943351405,0.4929176052556893,0.23842583576476883,0.13306340993694507,0.3098834000879714,-0.30487621270010773,-0.34618203943351344,-0.09067459937917746,0.446860022431753
173,-0.00039786235054323216,0.6065865779478988,-0.060914229191036125,-0.23300796365860205,0.13482185177760703,0.30710626981988204,0.4979042414178229,0.23028646954038745,-0.06091422919103547,-0.23300796365860052,0.00036526496600714636,0.6069278488066865,0.49806572140394045,0.22957879920700983,0.1353876928524077,0.30730219480827825,0.13482185177760506,0.30710626981988237,0.4980657214039391,0.22957879920700763,-0.0844780882800851,0.4472840124634304,-0.311109413253499,-0.3404001682474163,0.49790424141782463,0.23028646954038534,0.13538769285240768,0.30730219480827486,-0.31110941325349495,-0.3404001682474208,-0.08531428108510077,0.4468705448604325
174,0.0075166685230148855,0.6064428522756189,-0.06225190191435562,-0.23006533339840476,0.13707948560124364,0.30455049617014524,0.5027651596555631,0.22205004833326475,-0.06225190191435667,-0.23006533339840216,0.008281982146859206,0.6067767732015613,0.5029168262439871,0.22133436580088664,0.13765051446472548,0.3047419727306789,0.1370794856012444,0.3045504961701421,0.5029168262439888,0.22133436580088123,-0.07906089512781511,0.4471571719943256,-0.3172676937451403,-0.3345040408651963,0.5027651596555616,0.22205004833326594,0.13765051446472445,0.30474197273067694,-0.3172676937451389,-0.3345040408651938,-0.07991668358344894,0.4467519782596611
175,0.015467575960645477,0.6061440070324742,-0.0635123392152997,-0.2271322527974234,0.1392775896395084,0.3020174992504723,0.5074986926332,0.21371759903258863,-0.063512339215299,-0.22713225279742336,0.016234777372959516,0.6064705667288641,0.5076403275043295,0.21299398462874475,0.13985379045898064,0.30220445910093097,0.13927758963950743,0.3020174992504719,0.5076403275043284,0.21299398462874372,-0.07360983682086292,0.44689829169443884,-0.32334938566874954,-0.3284934216319125,0.507498692633199,0.21371759903258886,0.13985379045897756,0.3022044591009318,-0.3233493856687502,-0.3284934216319118,-0.07448531161858513,0.4465018232568045
176,0.023451148092970928,0.6056881978082107,-0.0646961436105352,-0.22421022946236155,0.14141813488482197,0.29950894297624486,0.5121031251155225,0.20529016098909939,-0.06469614361053615,-0.22421022946236302,0.024219934231353643,0.6060073964688488,0.5122345081029968,0.20455869926522172,0.14199949210359972,0.2996913163989224,0.1414181348848233,0.2995089429762405,0.5122345081029976,0.20455869926521691,-0.06812853136366717,0.4465049302470713,-0.32935274157710215,-0.32236806657046907,0.5121031251155221,0.20529016098909958,0.14199949210359822,0.29969131639892127,-0.3293527415771011,-0.32236806657046707,-0.06902377600701205,0.4461176477021073
177,0.03146360740740611,0.6050736639281982,-0.06580391995754051,-0.22130075783490494,0.1435031474574707,0.2970264266603302,0.5165766927017299,0.19676878965909256,-0.06580391995754127,-0.2213007578349055,0.032233670997842245,0.6053855136016046,0.5166976018080873,0.19602956952214337,0.14408964570608024,0.29720414240562,0.1435031474574724,0.29702642666032697,0.5166976018080892,0.19602956952213935,-0.06262070418282267,0.4459747169308176,-0.3352759322717873,-0.3161277274478531,0.5165766927017306,0.19676878965909372,0.14408964570608074,0.2972041424056203,-0.3352759322717853,-0.3161277274478515,-0.06353579458459355,0.44559709012001986
178,0.03950111158141145,0.6042987306153749,-0.06683627522079863,-0.2184053209933846,0.14553470801559257,0.294571482978321,0.520917580694416,0.18815456037792633,-0.06683627522079993,-0.21840532099338367,0.04027214148925472,0.6046032555631323,0.5210277921107753,0.1874076752263351,0.1461263320154546,0.2947444681709202,0.14553470801559165,0.29457148297832086,0.5210277921107745,0.18740767522633367,-0.057090189041084594,0.44530535528501214,-0.34111704409396076,-0.30977215605077174,0.5209175806944157,0.188154560377927,0.146126332015454,0.29474446817091887,-0.34111704409396604,-0.3097721560507679,-0.05802519310424284,0.4449378633633581
179,0.047559754381288274,0.6033618112329375,-0.0677938183513472,-0.21552539248376815,0.14751495110262575,0.2921455758329683,0.525123923112393,0.17944857226293737,-0.06779381835134914,-0.21552539248376737,0.048331435981302996,0.6036590482813846,0.5252232112424846,0.17869412012683294,0.1481116855620958,0.2923137558811941,0.14751495110262397,0.2921455758329686,0.5252232112424834,0.17869412012683167,-0.05154092888856826,0.4444946269850581,-0.3468740763274558,-0.3033011086751007,0.525123923112392,0.17944857226293862,0.14811168556209464,0.2923137558811929,-0.34687407632745604,-0.3033011086751005,-0.05249590607070882,0.4441377584762693
180,0.055635566634769415,0.6022614096072613,-0.06867716028380023,-0.21266243817664532,0.1494460644223895,0.2897500981169424,0.5291938018566897,0.17065195224505858,-0.06867716028380082,-0.21266243817664446,0.05640758220018224,0.6025514084917316,0.5292819393455823,0.16989003593076024,0.1500478939251237,0.2899133966255956,0.14944606442238745,0.28975009811694247,0.5292819393455809,0.1698900359307584,-0.04597697663682068,0.44354039593319194,-0.3525449387263233,-0.29671435083337916,0.52919380185669,0.17065195224505542,0.15004789392512466,0.2899133966255907,-0.3525449387263258,-0.29671435083337916,-0.04695197749817118,0.44319464877147835
181,0.06372451728582755,0.6009961224300403,-0.06948691405505558,-0.20981791814643766,0.15133028803152104,0.2873863693736257,0.5331252460394671,0.16176585922807207,-0.06948691405505367,-0.20981791814643663,0.0644965463963879,0.6012789461308741,0.5332020038073262,0.1609965864668674,0.15193719691709567,0.2875447080609068,0.15133028803151904,0.2873863693736256,0.5332020038073249,0.16099658646686554,-0.040402495840616726,0.44244061256972556,-0.35812744917999445,-0.2900116621840255,0.5331252460394642,0.16176585922807232,0.15193719691709423,0.2875447080609047,-0.3581274491799951,-0.2900116621840255,-0.04139756157560026,0.44210649412684455
182,0.07182251454033703,0.5995646417381169,-0.07022369504921064,-0.20699328856877747,0.15316991343860076,0.2850556333561885,0.5369162314861489,0.15279148837394274,-0.07022369504920935,-0.20699328856877736,0.07259423450930408,0.5998403668076672,0.5369813787673938,0.15201497197502672,0.15378188567535814,0.2852089319752195,0.15316991343860115,0.28505563335618594,0.5369813787673953,0.15201497197502098,-0.03482176127136702,0.44119331840919757,-0.3636193315298518,-0.28319284168561276,0.5369162314861508,0.1527914883739414,0.15378188567536039,0.28520893197521463,-0.36361933152985204,-0.283192841685613,-0.035836923223743974,0.4408713455056108
183,0.0799254071114586,0.5979657574689637,-0.07088812137307648,-0.20419000363145592,0.1549672825988737,0.28275905548580094,0.5405646804215357,0.1437300755119102,-0.07088812137307617,-0.2041900036314564,0.080696493431416,0.5982344743487931,0.5406179848097603,0.14294643351945555,0.15558430164900677,0.28290723175123833,0.15496728259887244,0.28275905548580077,0.5406179848097592,0.14294643351945419,-0.02923915936514576,0.4397966508052395,-0.369018213552216,-0.2762577129788564,0.5405646804215355,0.14373007551191078,0.1555843016490058,0.28290723175124,-0.369018213552216,-0.2762577129788555,-0.030274438526908802,0.43948734970408954
184,0.08802898557377746,0.5961983600891196,-0.07148081436690398,-0.20140951745397673,0.15672478679301433,0.2804977202106443,0.5440684613510821,0.13458290166859116,-0.07148081436690376,-0.2014095174539764,0.08879911238118901,0.5964601734166592,0.5441096888501096,0.13379225752285887,0.1573468354699155,0.2806406897309528,0.15672478679301288,0.28049772021064434,0.5441096888501069,0.1337922575228574,-0.02365918852743687,0.4382488479471184,-0.37432162512349115,-0.2692061299983963,0.5440684613510822,0.13458290166859266,0.1573468354699148,0.2806406897309525,-0.3743216251234918,-0.26920612999839827,-0.02471459502162585,0.437952754329731
185,0.09612898383539627,0.5942614432923192,-0.07200239925494885,-0.19865328601024523,0.15844486537814872,0.2782726282678578,0.5474253891490969,0.12535129771546297,-0.07200239925494818,-0.19865328601024462,0.09689782439374023,0.5945164721962071,0.5474543042305317,0.12455378041773588,0.15907192569608175,0.2784103044838504,0.1584448653781492,0.2782726282678549,0.5474543042305312,0.12455378041773152,-0.018086459275758637,0.4365482540901284,-0.3795269965841785,-0.2620379828156876,0.5474253891490972,0.1253512977154597,0.15907192569608158,0.27841030448384513,-0.37952699658417965,-0.26203798281568735,-0.019161991823428134,0.4362659130117005
186,0.10422108073727084,0.5921541067634324,-0.0724535059405204,-0.19592276904831446,0.16013000439884423,0.27608469385176465,0.5506332253659026,0.11603664912940936,-0.0724535059405196,-0.19592276904831293,0.10498830793861308,0.5924024851467717,0.5506495910335831,0.11523239341069691,0.1607620574150135,0.2762169879819477,0.16013000439884256,0.2760846938517654,0.5506495910335814,0.11523239341069542,-0.012525694200379078,0.43469332502101676,-0.3846316573195592,-0.254753203713398,0.5506332253659019,0.11603664912941034,0.16076205741501198,0.2762169879819457,-0.38463165731956017,-0.25475320371339844,-0.013621339572105373,0.43442529084509357
187,0.11230090178924507,0.5898755590034614,-0.0728347699501419,-0.19321943200070973,0.16178273504547042,0.2739347416921929,0.5536896787665065,0.10664040086108835,-0.07283476995014339,-0.19321943200070896,0.11306618867407786,0.5901174358142885,0.5536932566281769,0.10582954735435565,0.16241976069465422,0.27406156268552545,0.16178273504547042,0.27393474169219445,0.5536932566281756,0.10582954735435654,-0.006981727722422476,0.43268263375857197,-0.38963283457556086,-0.24735177349085186,0.5536896787665082,0.10664040086108581,0.16241976069465425,0.2740615626855223,-0.3896328345755638,-0.24735177349085474,-0.008097460174767486,0.4324294700688877
188,0.12036402105222463,0.5874251202103608,-0.07314683353137279,-0.19054474787808054,0.16340563194720373,0.27182350404786515,0.5565924061136607,0.09716406230500882,-0.07314683353137291,-0.19054474787807907,0.12112704134738594,0.587660659698572,0.556582956460271,0.09634675772074724,0.16404760886903544,0.2719447585445934,0.16340563194720165,0.2718235040478657,0.556582956460269,0.0963467577207455,-0.0014595056278341734,0.43051487648828457,-0.39452765252941735,-0.2398337279989212,0.5565924061136593,0.09716406230500985,0.16404760886903313,0.2719447585445947,-0.39452765252941785,-0.239833727998922,-0.002595286325218469,0.43027715597656524
189,0.12840596317598973,0.584802225209437,-0.07339034690879288,-0.1879001991384538,0.1650013112864161,0.26975161762079897,0.5593390132084561,0.0876092123641791,-0.07339034690879492,-0.18790019913845446,0.12916639185048068,0.5850316071694651,0.5593162951014263,0.08678560966906448,0.16564821664556398,0.26986720992194574,0.1650013112864162,0.2697516176207982,0.559316295101425,0.08678560966906415,0.004035915645331234,0.4281888787288064,-0.39931313163550913,-0.23219916490155015,0.5593390132084571,0.08760921236417507,0.16564821664556262,0.26986720992194085,-0.3993131316355139,-0.23219916490155285,0.0028801392226601823,0.4279671830569977
190,0.13642220560214974,0.5820064264264112,-0.07356596970243763,-0.18528727952364046,0.16657242872130504,0.26771962039865244,0.5619270562020188,0.0779775046010722,-0.0735659697024351,-0.1852872795236411,0.1371797194406229,0.5822298464249485,0.5618908275687919,0.0771477631994994,0.16722423802073186,0.26782945244484546,0.16657242872130312,0.267719620398653,0.5618908275687888,0.0771477631994989,0.009499369989512868,0.4257036017263673,-0.4039861882677893,-0.22444825065991858,0.5619270562020197,0.07797750460106992,0.16722423802073239,0.26782945244484146,-0.40398618826779187,-0.2244482506599204,0.008323664650785531,0.4254985213618232
191,0.14440818094151708,0.5790373968953794,-0.07367437251283677,-0.18270749585362436,0.16812167710320328,0.26572794843322134,0.5643540431918636,0.06827067246564802,-0.07367437251283675,-0.18270749585362392,0.14516245913528467,0.5792550664834516,0.5643040609301102,0.06743495838381663,0.16877836399079624,0.2658319197935103,0.1681216771032013,0.2657279484332248,0.5643040609301077,0.06743495838381952,0.014925582904316975,0.42305814907189654,-0.40854363468075855,-0.21658122773358662,0.5643540431918627,0.06827067246564769,0.1687783639907951,0.2658319197935095,-0.4085436346807609,-0.2165812277335873,0.013730030365980125,0.4228702830940079
192,0.15235927953526915,0.5758949332929256,-0.07371623867647395,-0.1801623697691794,0.16965178397514652,0.26377693256430473,0.5666174361168403,0.058490534589705434,-0.07371623867647595,-0.18016236976917963,0.15311000429059524,0.5761070802016217,0.5665534562076012,0.05764902066201161,0.17031332004399488,0.2638749404356642,0.16965178397514752,0.2637769325643064,0.5665534562075996,0.05764902066201388,0.020309173092016186,0.4202517735338595,-0.41298217931204123,-0.2085984219916065,0.5666174361168401,0.058490534589706294,0.17031332004399286,0.26387494043566506,-0.41298217931204184,-0.20859842199160533,0.019093870606994655,0.42008172941057054
193,0.1602708522088444,0.5725789589888608,-0.07369226619521195,-0.17765343941209222,0.17116550883815518,0.2618667950996036,0.56871465296449,0.04863900013577574,-0.07369226619521163,-0.1776534394120924,0.1610177093723503,0.5727858273080384,0.5686364305945587,0.04779186619319825,0.17183186342083273,0.2619587343178154,0.17116550883815512,0.2618667950996038,0.5686364305945573,0.04779186619319764,0.025644654397367322,0.4172838840980171,-0.4172984274499984,-0.20050025032474497,0.5687146529644895,0.04863900013577588,0.17183186342083173,0.26195873431781524,-0.4172984274499995,-0.20050025032474522,0.02440971539482262,0.41713227743070264
194,0.16813821322736383,0.5690895271030308,-0.0736031698427713,-0.1751822610317002,0.17266564017180844,0.25999764646256834,0.5706430703047103,0.038718074187257895,-0.07360316984277103,-0.17518226103169957,0.16888089292838973,0.5692913774423194,0.5705503599985511,0.03786550724740578,0.1733367801290644,0.26008340952520065,0.17266564017180824,0.2599976464625684,0.5705503599985506,0.03786550724740487,0.030926438117834548,0.4141540532033773,-0.42148888229069714,-0.19228722844811824,0.5706430703047106,0.03871807418725409,0.17333678012906414,0.26008340952519576,-0.4214888822906993,-0.1922872284481178,0.029671992852263556,0.41402150743854554
195,0.17595664346102688,0.5654268235567076,-0.07344968345093143,-0.17275041050568354,0.17415499219589795,0.25816948182149796,0.5724000261634778,0.028729863165048712,-0.07344968345093193,-0.17275041050568468,0.17669484077077802,0.5656239331881106,0.572292581924926,0.0278720576236256,0.17483088170019187,0.25824895892370336,0.1741549921958976,0.25816948182149785,0.5722925819249247,0.02787205762362649,0.03614883571069499,0.4108620241615459,-0.4255499464087946,-0.183959978881651,0.5724000261634781,0.0287298631650498,0.17483088170019057,0.25824895892370403,-0.425549946408795,-0.1839599788816505,0.03487503191907471,0.4107491702678063
196,0.18372139376842087,0.5615911701061238,-0.07323256237753692,-0.17035948476221244,0.1756364013602082,0.25638217771470934,0.5739828232501486,0.018676580254575303,-0.07323256237753722,-0.1703594847622117,0.1844548093757887,0.561783833087506,0.5738603987141491,0.017813738077877117,0.1763170016746,0.25645525679864484,0.1756364013602098,0.25638217771471,0.5738603987141497,0.01781373807787709,0.041306061923939874,0.40740771874444137,-0.42947792366749465,-0.1755192390934901,0.5739828232501499,0.018676580254571667,0.17631700167459965,0.25645525679864073,-0.4294779236674977,-0.17551923909348915,0.040013065489525684,0.40731519485323303
